,Age,Athlete,Athlete_URL,Finish,Gender,Height,Region,User_ID,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups
1227,24,Nadia Yangui,http://games.crossfit.com/athlete/232388,1128 (7798),0,64.0,0,0,138 lb,1706 (239),1938 (339),707 (104),1791 (210),1656 (11:04),16,Above All Animals,CrossFit Above All,--,--,0:00,--,--,0:00,--,210 lb,175 lb,355 lb,300 lb,--
1228,21,Feeroozeh Saghafi,http://games.crossfit.com/athlete/252691,1129 (7801),0,62.0,0,0,135 lb,1005 (252),2310 (262),1680 (95),2770 (202),36 (08:36),16,CrossFit Mentality,CrossFit Mentality,2:26,--,--,--,332,1:20,25:30,175 lb,135 lb,305 lb,250 lb,--
1229,34,Laurie Galassi,http://games.crossfit.com/athlete/42123,1130 (7812),0,64.0,0,0,127 lb,1864 (237),1601 (339),647 (105),1464 (214),2236 (11:26),16,CrossFit Santa Cruz,CrossFit Santa Cruz,2:41,8:14,3:21,16:33,409,1:30,22:30,173 lb,136 lb,255 lb,215 lb,62
1230,28,Emily zur Linden,http://games.crossfit.com/athlete/242159,1131 (7824),0,62.0,0,0,139 lb,1423 (244),2406 (262),818 (103),1707 (211),1470 (10:56),16,CrossFit Waterloo,CrossFit Waterloo,4:11,--,--,--,--,--,--,175 lb,115 lb,300 lb,285 lb,--
1231,22,Leonie Henrich,http://games.crossfit.com/athlete/248235,1132 (7826),0,67.32,0,0,154 lb,934 (255),816 (343),1445 (98),1591 (212),3040 (11:50),16,,CrossFit Punt Uit,--,--,--,--,--,--,--,95 kg,80 kg,150 kg,115 kg,--
1232,35,Jeanni Blankenbaker,http://games.crossfit.com/athlete/481908,1133 (7830),0,60.0,0,0,140 lb,1864 (237),1012 (342),915 (102),1775 (210),2264 (11:27),16,CF Dūrātus,CrossFit Duratus,3:41,--,--,--,--,--,--,185 lb,62 kg,160 kg,135 kg,--
1233,25,Jessica Bondy,http://games.crossfit.com/athlete/583384,1134 (7832),0,66.0,0,0,135 lb,2429 (230),585 (345),1276 (101),2092 (207),1450 (10:55),16,Windsor Crossfit,Windsor CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1234,35,Breanne Feudale,http://games.crossfit.com/athlete/2564,1135 (7837),0,60.0,0,0,126 lb,556 (267),1285 (340),3221 (88),1993 (208),782 (10:20),16,TAG,HomeGrown CrossFit,3:55,8:15,4:05,18:33,324,0:00,21:56,158 lb,120 lb,290 lb,213 lb,39
1235,26,Kristen Rice,http://games.crossfit.com/athlete/258969,1136 (7838),0,,0,0,155 lb,1706 (239),1056 (342),584 (107),3166 (200),1326 (10:50),16,Ex Nihilo,CrossFit Ex Nihilo,--,--,2:21,--,--,--,--,215 lb,155 lb,--,315 lb,--
1236,28,Quinn Megargel,http://games.crossfit.com/athlete/7229,1137 (7840),0,66.0,0,0,168 lb,1655 (240),329 (423),1908 (92),3097 (200),851 (10:24),16,CrossFit Bear,CrossFit Bear,0:00,0:00,1:58,21:14,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1237,22,Mary Womack,http://games.crossfit.com/athlete/437462,1138 (7847),0,64.0,0,0,135 lb,1655 (240),1466 (340),1057 (101),901 (227),2768 (11:43),16,CrossFit Big D,CrossFit Big D,--,--,--,--,--,--,--,192 lb,142 lb,255 lb,225 lb,--
1238,22,Alexis Perri,http://games.crossfit.com/athlete/281468,1139 (7849),0,60.0,0,0,140 lb,775 (260),1039 (342),2990 (88),2965 (201),80 (08:56),16,CrossFit 203,CrossFit 203,--,--,1:50,--,--,--,--,195 lb,150 lb,315 lb,255 lb,--
1239,32,Katie Nadorozny,http://games.crossfit.com/athlete/17116,1140 (7851),0,63.0,0,0,132 lb,1005 (252),1751 (339),2528 (89),930 (225),1637 (11:03),16,Studeo 55,Studeo55 CrossFit,3:21,--,1:59,21:47,--,--,--,185 lb,150 lb,275 lb,255 lb,500
1240,29,Allyssa Eramo,http://games.crossfit.com/athlete/373541,1141 (7875),0,,0,0,--,3061 (222),694 (344),1070 (101),1880 (209),1170 (10:43),16,Derby City CrossFit,Derby City CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1241,42,Nicole Abbott,http://games.crossfit.com/athlete/178647,1142 (7877),0,,0,0,144 lb,2054 (234),1771 (339),1379 (99),549 (238),2124 (11:22),16,Pee Dee Crossfit,Pee Dee CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1242,26,Tanya Du Toit,http://games.crossfit.com/athlete/315398,1143 (7906),0,62.99,0,0,130 lb,1655 (240),1604 (339),1331 (100),2356 (205),960 (10:31),16,USN CrossFit Eikestad,CrossFit Eikestad,--,--,2:43,--,--,--,--,70 kg,--,125 kg,105 kg,--
1243,45,Amanda Allen,http://games.crossfit.com/athlete/21087,1144 (7908),0,65.75,0,0,70 kg,1920 (236),806 (343),1715 (94),1403 (214),2064 (11:20),16,,CrossFit Mode,2:41,8:30,1:32,0:00,0,1:07,18:45,90 kg,70 kg,160 kg,120 kg,43
1244,34,Adriane Villanueva,http://games.crossfit.com/athlete/247576,1144 (7908),0,63.0,0,0,130 lb,1471 (243),1583 (339),2046 (91),1983 (208),825 (10:22),16,Northwest CrossFit At Interbay,Northwest CrossFit (NW),--,8:49,2:34,--,--,--,--,160 lb,120 lb,270 lb,220 lb,--
1245,35,Tara Maddigan,http://games.crossfit.com/athlete/51994,1146 (7913),0,67.0,0,0,134 lb,2371 (231),1751 (339),873 (103),462 (241),2456 (11:33),16,CrossFit187,CrossFit 187,3:59,8:27,2:35,22:02,384,1:11,18:20,175 lb,120 lb,325 lb,255 lb,--
1246,26,Fern Carver,http://games.crossfit.com/athlete/5222,1147 (7927),0,65.35,0,0,70 kg,3061 (222),888 (343),1331 (100),1670 (211),977 (10:32),16,,CrossFit Gold Box,5:11,0:00,2:09,0:00,--,1:10,0:00,85 kg,65 kg,140 kg,123 kg,25
1247,26,Hannah McIntyre-Hill,http://games.crossfit.com/athlete/404394,1148 (7942),0,63.39,0,0,59 kg,683 (263),2187 (263),2046 (91),1370 (215),1656 (11:04),16,,Maia CrossFit,4:12,8:01,--,--,--,--,--,80 kg,62 kg,115 kg,97 kg,41
1248,25,Alexandria Okuniewicz,http://games.crossfit.com/athlete/370208,1149 (7958),0,,0,0,--,1706 (239),1120 (341),2514 (89),2079 (207),539 (10:00),16,Ocean CrossFit,Ocean CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1249,28,Elise Hoefsmit,http://games.crossfit.com/athlete/522439,1150 (7960),0,63.78,0,0,66 kg,2676 (226),2687 (261),1079 (101),1096 (219),422 (09:51),16,,Unaffiliated,--,--,--,--,--,--,--,--,--,--,--,--
1250,30,Kimmy Trowbridge,http://games.crossfit.com/athlete/3155,1151 (7976),0,60.0,0,0,115 lb,1386 (245),1843 (339),1093 (101),2157 (207),1497 (10:57),16,RSCF,Red Stick CrossFit,2:57,0:00,2:47,0:00,0,0:00,0:00,185 lb,135 lb,285 lb,260 lb,40
1251,26,Nanda Stoltz,http://games.crossfit.com/athlete/226592,1152 (7978),0,66.54,0,0,67 kg,1531 (242),580 (345),1266 (101),841 (228),3760 (12:08),16,City 4051 CrossFit,City 4051 CrossFit,2:48,--,1:36,--,--,--,--,100 kg,78 kg,130 kg,123 kg,--
1252,27,Kathleen Floyd,http://games.crossfit.com/athlete/107740,1153 (7980),0,67.0,0,0,145 lb,2324 (232),3377 (259),916 (102),588 (237),775 (10:19),16,CrossFit de l'Est,CrossFit de l'est,2:42,--,1:41,18:11,--,1:23,25:01,195 lb,160 lb,300 lb,270 lb,50
1253,23,Jade Young,http://games.crossfit.com/athlete/466921,1154 (7992),0,,0,0,121 lb,1706 (239),758 (343),974 (102),3911 (196),643 (10:09),16,CrossFit Kerosene,CrossFit Kerosene,--,--,--,--,--,--,--,--,--,--,--,--
1254,29,Vanessa Lara,http://games.crossfit.com/athlete/28123,1155 (8004),0,,0,0,--,3157 (221),530 (345),1466 (98),494 (240),2357 (11:30),16,Pillar CrossFit,Pillar CrossFit,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,--
1255,31,Rene Garcia,http://games.crossfit.com/athlete/33912,1156 (8010),0,63.0,0,0,137 lb,1600 (241),520 (345),3175 (88),1890 (209),825 (10:22),16,CrossFit Sweat Shop,CrossFit Sweat Shop,2:59,8:09,2:43,0:00,330,0:00,0:00,175 lb,145 lb,275 lb,255 lb,--
1256,40,April Lowe,http://games.crossfit.com/athlete/22827,1157 (8015),0,67.0,0,0,150 lb,1980 (235),2240 (263),2010 (91),647 (235),1138 (10:41),16,Team Soul,CrossFit Soul Miami,2:40,0:00,0:00,0:00,0,0:00,0:00,205 lb,165 lb,325 lb,255 lb,40
1257,38,Allison Carley,http://games.crossfit.com/athlete/566280,1158 (8022),0,66.0,0,0,125 lb,525 (268),1636 (339),1348 (99),1713 (211),2800 (11:44),16,Northwest Iron,Steel Peak CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1258,25,Heather Hippensteel,http://games.crossfit.com/athlete/63805,1159 (8034),0,64.0,0,0,139 lb,1531 (242),1533 (340),573 (107),558 (238),3839 (12:10),16,Invictus,CrossFit Invictus,--,--,--,--,--,--,--,0 lb,0 lb,0 lb,0 lb,--
1259,32,Renee Martin,http://games.crossfit.com/athlete/25991,1160 (8036),0,64.0,0,0,135 lb,1210 (247),464 (346),2920 (88),1606 (212),1836 (11:11),16,CrossFit YQM,CrossFit YQM,2:23,8:58,1:44,18:11,0,0:00,23:00,215 lb,180 lb,365 lb,270 lb,51
1260,29,Freya Lees,http://games.crossfit.com/athlete/72222,1161 (8043),0,68.11,0,0,67 kg,1423 (244),1831 (339),1322 (100),2066 (207),1401 (10:53),16,Reebok CrossFit Reading,Reebok CrossFit Reading,3:36,0:00,0:00,0:00,--,0:00,21:47,87 kg,63 kg,172 kg,120 kg,25
1261,37,Tina Schmidt,http://games.crossfit.com/athlete/26920,1162 (8050),0,62.0,0,0,125 lb,2282 (233),785 (343),1208 (101),2019 (208),1756 (11:08),16,CrossFit Green Bay,CrossFit Green Bay,2:29,9:24,0:00,25:24,357,1:10,19:30,185 lb,140 lb,285 lb,255 lb,0
1262,27,Mallory Erwin,http://games.crossfit.com/athlete/332276,1163 (8053),0,64.0,0,0,145 lb,775 (260),581 (345),3079 (88),3148 (200),470 (09:55),16,Crossfit Pulse,CrossFit Pulse,3:52,8:35,2:35,--,--,1:12,--,195 lb,145 lb,285 lb,260 lb,28
1263,22,Jessica Folsom,http://games.crossfit.com/athlete/710569,1164 (8075),0,,0,0,--,1706 (239),1421 (340),781 (103),2530 (204),1637 (11:03),16,Fortius,CrossFit Fortius,--,--,--,--,--,--,--,--,--,--,--,--
1264,32,Karine St-Louis,http://games.crossfit.com/athlete/26119,1165 (8086),0,,0,0,130 lb,2054 (234),2698 (261),1271 (101),1029 (221),1034 (10:35),16,Pro1 Montreal X,CrossFit Pro1,2:45,0:00,2:44,0:00,--,0:00,0:00,195 lb,160 lb,305 lb,275 lb,--
1265,35,Mandee Stearns,http://games.crossfit.com/athlete/9078,1166 (8092),0,64.0,0,0,129 lb,1796 (238),1387 (340),2501 (89),818 (229),1590 (11:01),16,CrossFit Huntsville,CrossFit Huntsville,0:00,0:00,0:00,0:00,0,0:00,0:00,185 lb,140 lb,300 lb,260 lb,0
1266,27,Laura Alexander,http://games.crossfit.com/athlete/250022,1167 (8093),0,63.0,0,0,155 lb,4132 (214),683 (344),647 (105),975 (223),1656 (11:04),16,CrossFit Moxie,CrossFit Moxie,2:54,10:36,1:54,--,--,--,--,205 lb,10 lb,315 lb,285 lb,--
1267,23,Missy Doll,http://games.crossfit.com/athlete/617739,1168 (8102),0,,0,0,--,2676 (226),363 (423),2710 (89),1578 (212),775 (10:19),16,CrossFit Summa,CrossFit Summa,--,--,--,--,--,--,--,--,--,--,--,--
1268,33,Diana Greene,http://games.crossfit.com/athlete/47223,1169 (8106),0,65.0,0,0,140 lb,2602 (227),1336 (340),1313 (100),703 (233),2152 (11:23),16,CrossFit Unmatched,CrossFit Unmatched,2:54,0:00,1:34,21:09,354,0:00,23:30,200 lb,155 lb,315 lb,235 lb,40
1269,40,Holly Swisher,http://games.crossfit.com/athlete/74247,1170 (8113),0,67.0,0,0,145 lb,2282 (233),1702 (339),1457 (98),1534 (213),1138 (10:41),16,CrossFit Perfect Storm,CrossFit Perfect Storm,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
1270,23,Lani Ras,http://games.crossfit.com/athlete/463670,1171 (8118),0,66.54,0,0,169 lb,591 (266),1923 (339),296 (114),2797 (202),2511 (11:35),16,,CrossFit 10 Star,3:32,--,2:51,--,--,--,--,95 kg,74 kg,160 kg,127 kg,--
1271,21,Hanah Jamroz,http://games.crossfit.com/athlete/530706,1172 (8121),0,64.0,0,0,150 lb,958 (254),402 (347),2141 (90),3150 (200),1470 (10:56),16,,CrossFit Emics,2:13,--,1:47,--,--,--,--,240 lb,190 lb,325 lb,300 lb,--
1272,24,Corynne Francis,http://games.crossfit.com/athlete/692841,1173 (8124),0,64.0,0,0,138 lb,436 (272),664 (344),417 (112),821 (229),5786 (12:52),16,CrossFit Bound,CrossFit Bound,--,--,--,--,--,--,--,--,--,--,--,--
1273,28,Terrah Owens,http://games.crossfit.com/athlete/94504,1174 (8133),0,63.0,0,0,145 lb,1423 (244),2755 (261),1587 (96),1175 (218),1193 (10:44),16,CrossFit Northern Inferno,CrossFit Northern Inferno,--,--,--,--,--,--,--,195 lb,160 lb,300 lb,245 lb,--
1274,30,Trisha Bland,http://games.crossfit.com/athlete/184997,1175 (8134),0,66.0,0,0,155 lb,2054 (234),702 (344),2155 (90),2302 (205),921 (10:28),16,CrossFit 557,CrossFit 557,--,9:17,2:01,--,--,--,23:34,200 lb,160 lb,335 lb,315 lb,--
1275,28,Erica Remshard,http://games.crossfit.com/athlete/289718,1176 (8138),0,62.0,0,0,118 lb,1005 (252),3277 (259),1532 (97),231 (252),2093 (11:21),16,CrossFit Westerville,Unaffiliated,0:00,0:00,0:00,0:00,0,0:00,0:00,175 lb,135 lb,365 lb,230 lb,51
1276,28,Camilla Steinsvik Hansen,http://games.crossfit.com/athlete/310647,1177 (8141),0,62.99,0,0,143 lb,1338 (246),1831 (339),3856 (83),927 (225),189 (09:21),16,,BBG CrossFit,3:32,9:58,2:28,--,--,--,--,75 kg,--,135 kg,125 kg,--
1277,25,Clarissa King,http://games.crossfit.com/athlete/258545,1178 (8142),0,63.0,0,0,135 lb,1338 (246),1938 (339),1961 (91),2150 (207),755 (10:18),16,CrossFit Ridgeline,CrossFit Ridgeline,--,--,--,--,--,--,--,190 lb,147 lb,355 lb,255 lb,--
1278,27,Molly Martin,http://games.crossfit.com/athlete/279237,1179 (8161),0,72.0,0,0,198 lb,1920 (236),710 (344),3007 (88),742 (231),1782 (11:09),16,,Common Ground CrossFit,2:52,8:36,1:18,25:35,379,1:18,24:18,235 lb,195 lb,425 lb,305 lb,33
1279,33,Rebecca Torres,http://games.crossfit.com/athlete/266380,1180 (8164),0,64.0,0,0,135 lb,1005 (252),1270 (340),2572 (89),2389 (205),928 (10:29),16,Humble Beginnings,CrossFit Humble Beginnings,--,--,--,--,--,--,--,195 lb,151 lb,305 lb,240 lb,--
1280,25,Jeri Williams,http://games.crossfit.com/athlete/444222,1181 (8169),0,63.0,0,0,122 lb,1338 (246),2422 (262),1286 (100),766 (231),2357 (11:30),16,,Blind Dog CrossFit,2:54,--,2:15,--,--,--,--,205 lb,145 lb,315 lb,315 lb,--
1281,42,Becky Phillips,http://games.crossfit.com/athlete/17450,1182 (8178),0,68.0,0,0,137 lb,1980 (235),1634 (339),1249 (101),1886 (209),1429 (10:54),16,,CrossFit Elect,3:53,10:07,2:29,22:03,316,0:00,21:34,170 lb,130 lb,265 lb,255 lb,28
1282,26,Sabrina Wielsøe,http://games.crossfit.com/athlete/503374,1183 (8188),0,64.57,0,0,125 lb,1005 (252),2550 (261),1374 (99),2322 (205),937 (10:30),16,Team Butchers Lab,CrossFit Butcher's Lab,--,--,--,22:25,--,--,23:00,75 lb,58 lb,115 kg,96 kg,45
1283,30,Kate Denny,http://games.crossfit.com/athlete/32676,1184 (8189),0,,0,0,135 lb,380 (273),1368 (340),1147 (101),814 (229),4480 (12:25),16,CrossFit DC,CrossFit DC,--,--,--,--,--,--,--,--,--,--,--,--
1284,24,Staci vanVonno,http://games.crossfit.com/athlete/115478,1185 (8212),0,62.0,0,0,118 lb,1137 (249),2277 (262),1301 (100),1317 (216),2180 (11:24),16,Be Crossfit,Be CrossFit,3:21,--,2:32,--,--,0:00,--,170 lb,150 lb,235 lb,215 lb,52
1285,31,Rachel Vangstad,http://games.crossfit.com/athlete/46584,1186 (8220),0,65.0,0,0,145 lb,2429 (230),1278 (340),2136 (90),1264 (216),1113 (10:39),16,Stay Classy CrossFit,Stay Classy CrossFit,3:23,9:15,2:43,0:00,364,0:00,0:00,175 lb,140 lb,340 lb,225 lb,25
1286,28,Susana Skarbnik,http://games.crossfit.com/athlete/235603,1187 (8228),0,62.6,0,0,123 lb,1210 (247),2275 (262),2471 (89),970 (223),1302 (10:49),16,,CrossFit TRC,3:00,10:13,2:19,--,--,--,--,175 lb,--,265 lb,235 lb,45
1287,31,Suzie Lilakos,http://games.crossfit.com/athlete/33462,1188 (8238),0,64.0,0,0,155 lb,3061 (222),1022 (342),2664 (89),666 (234),825 (10:22),16,CrossFit 128,CrossFit 128,4:25,9:54,2:10,0:00,--,0:00,23:43,170 lb,130 lb,285 lb,230 lb,--
1288,29,Penny Watson,http://games.crossfit.com/athlete/311053,1189 (8246),0,60.0,0,0,118 lb,591 (266),1897 (339),1620 (96),1370 (215),2768 (11:43),16,,Do Work CrossFit,2:31,10:13,2:23,22:18,286,1:22,--,165 lb,145 lb,255 lb,235 lb,52
1289,25,Nikki Hartness,http://games.crossfit.com/athlete/215283,1190 (8247),0,63.0,0,0,137 lb,1796 (238),1533 (340),943 (102),711 (233),3264 (11:55),16,Code 3 San Diego,CrossFit Code 3 South,--,--,--,--,--,--,--,--,--,--,--,--
1290,26,Catherine Tobiasen,http://games.crossfit.com/athlete/108279,1191 (8249),0,,0,0,135 lb,1210 (247),670 (344),1476 (98),4390 (194),503 (09:57),16,CrossFit NYC,CrossFit NYC,--,--,--,--,--,--,--,--,--,--,--,--
1291,28,Emily Crutchley,http://games.crossfit.com/athlete/235646,1192 (8262),0,59.84,0,0,118 lb,1338 (246),1862 (339),1093 (101),2160 (207),1809 (11:10),16,CrossFit CSTL,CrossFit CSTL,--,--,--,--,--,--,--,--,--,--,--,--
1292,23,Natalia Osipova,http://games.crossfit.com/athlete/444179,1193 (8277),0,64.57,0,0,69 kg,1796 (238),1327 (340),734 (104),2026 (208),2394 (11:31),16,CrossFit EKB,CrossFit EKB,--,--,--,--,--,--,--,--,--,--,--,--
1293,27,Lacey Truelove,http://games.crossfit.com/athlete/242864,1194 (8282),0,63.0,0,0,145 lb,1386 (245),403 (347),300 (114),754 (231),5439 (12:45),16,West London CrossFit 1,West London CrossFit,2:20,--,--,--,--,--,--,210 lb,175 lb,--,270 lb,--
1294,29,Teresa Jesse,http://games.crossfit.com/athlete/566023,1194 (8282),0,62.0,0,0,120 lb,2676 (226),1673 (339),2697 (89),801 (230),435 (09:52),16,,CrossFit Meadville,3:00,8:22,--,17:09,340,--,--,155 lb,105 lb,245 lb,245 lb,--
1295,26,Angie Edwards,http://games.crossfit.com/athlete/471450,1196 (8305),0,61.0,0,0,55 kg,1210 (247),3778 (258),1881 (92),793 (230),643 (10:09),16,Team DC,Dragon CrossFit,3:25,--,--,--,--,--,--,70 kg,55 kg,100 kg,100 kg,30
1296,37,Paige Millspaugh,http://games.crossfit.com/athlete/4961,1197 (8316),0,65.0,0,0,127 lb,495 (269),2986 (260),492 (109),1381 (215),2962 (11:48),16,CrossFit T-Town,CrossFit T-Town,2:56,8:20,2:01,20:33,377,1:08,22:53,185 lb,160 lb,300 lb,220 lb,50
1297,25,Kelly VanDeBoe,http://games.crossfit.com/athlete/320309,1198 (8324),0,62.0,0,0,--,2054 (234),2521 (262),1606 (96),794 (230),1349 (10:51),16,CrossFit Explode,CrossFit Explode,--,--,--,--,--,--,--,--,--,--,--,--
1298,23,Allie Carson,http://games.crossfit.com/athlete/99529,1199 (8327),0,68.0,0,0,159 lb,1864 (237),358 (423),1578 (96),1990 (208),2537 (11:36),16,,CrossFit 416,0:00,0:00,0:00,0:00,0,0:00,0:00,205 lb,165 lb,325 lb,255 lb,20
1299,30,Tracy Rankin,http://games.crossfit.com/athlete/66247,1200 (8329),0,63.0,0,0,130 lb,958 (254),1931 (339),1000 (102),1742 (211),2698 (11:41),16,,CrossFit Havoc,2:44,9:46,2:09,21:22,313,0:00,0:00,190 lb,150 lb,325 lb,235 lb,57
1300,27,Taylor Flynn,http://games.crossfit.com/athlete/5601,1201 (8331),0,68.0,0,0,148 lb,2484 (229),1973 (339),943 (102),321 (247),2610 (11:38),16,CFKP Lions,CrossFit Kings Point,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1301,32,Tara Hilgert,http://games.crossfit.com/athlete/40900,1202 (8332),0,67.0,0,0,157 lb,1531 (242),2045 (339),1102 (101),2184 (206),1470 (10:56),16,Verdant CrossFit,Verdant CrossFit,0:00,0:00,1:50,0:00,334,0:00,0:00,195 lb,150 lb,315 lb,285 lb,--
1302,33,Sonya Whitman,http://games.crossfit.com/athlete/119615,1203 (8334),0,,0,0,145 lb,1338 (246),2806 (261),1661 (95),1820 (210),709 (10:14),16,,CrossFit FBO,--,--,--,--,--,--,--,--,--,--,--,--
1303,28,Alyssa Christian,http://games.crossfit.com/athlete/233098,1204 (8336),0,64.0,0,0,128 lb,1531 (242),1413 (340),630 (105),2225 (206),2537 (11:36),16,CrossFit Populace,CrossFit Populace,2:25,8:06,2:25,--,--,--,21:00,200 lb,150 lb,315 lb,275 lb,60
1304,38,Jennifer Carosi,http://games.crossfit.com/athlete/4639,1205 (8337),0,62.0,0,0,145 lb,2484 (229),2736 (261),1233 (101),733 (232),1151 (10:42),16,CrossFit South-Central MA,CrossFit South Central Mass,3:39,11:46,2:18,0:00,0,0:00,0:00,190 lb,145 lb,320 lb,270 lb,0
1305,32,Kacie Murphy,http://games.crossfit.com/athlete/315568,1206 (8342),0,63.0,0,0,150 lb,1175 (248),2035 (339),2401 (89),1281 (216),1450 (10:55),16,NewCov CrossFit,NewCov CrossFit,3:35,--,1:59,--,--,--,--,200 lb,160 lb,345 lb,290 lb,--
1306,25,Katherine Delorme,http://games.crossfit.com/athlete/158043,1207 (8344),0,65.0,0,0,150 lb,2988 (223),857 (343),1306 (100),737 (232),2456 (11:33),16,TEAM CrossFit ADM,CrossFit Adm,--,--,--,--,--,--,--,--,--,0 lb,--,--
1307,36,Shannon Pike,http://games.crossfit.com/athlete/571538,1208 (8349),0,65.0,0,0,--,1980 (235),808 (343),611 (106),3931 (196),1019 (10:34),16,CrossFit Fort Vancouver Farm Team,CrossFit Fort Vancouver,--,--,--,--,--,--,--,170 lb,125 lb,295 lb,260 lb,--
1308,31,Samantha Lusk,http://games.crossfit.com/athlete/236786,1209 (8354),0,72.0,0,0,150 lb,1175 (248),2057 (337),2365 (90),784 (230),1973 (11:17),16,Vault CrossFit,Vault CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1309,31,Kendall Erickson,http://games.crossfit.com/athlete/134349,1210 (8356),0,,0,0,125 lb,2676 (226),1722 (339),468 (110),657 (235),2833 (11:45),16,CrossFit Rise,CrossFit Rise,--,--,--,--,--,--,--,--,--,--,--,--
1310,26,Christine Middleton,http://games.crossfit.com/athlete/121324,1211 (8370),0,66.0,0,0,155 lb,2371 (231),2058 (337),707 (104),1665 (211),1569 (11:00),16,Ocean States Finest,Ocean State CrossFit,2:27,11:00,3:14,28:26,--,--,--,225 lb,175 lb,315 lb,315 lb,--
1311,44,Jennifer Norman,http://games.crossfit.com/athlete/10041,1212 (8377),0,68.0,0,0,155 lb,2282 (233),2617 (261),675 (104),1978 (208),825 (10:22),16,CrossFit BrickYard,CrossFit Brickyard,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
1312,26,Kayley Herman,http://games.crossfit.com/athlete/32821,1213 (8384),0,64.0,0,0,142 lb,1471 (243),1382 (340),2844 (88),1536 (213),1151 (10:42),16,CFR Titan,CrossFit Regina,0:00,--,0:00,--,0,--,--,0 lb,0 lb,0 lb,0 lb,--
1313,29,Julia Lam,http://games.crossfit.com/athlete/32097,1214 (8388),0,,0,0,--,775 (260),2275 (262),2833 (88),1808 (210),697 (10:13),16,CrossFit DC,CrossFit DC,--,--,--,--,--,--,--,--,--,--,--,--
1314,24,Brooke Thigpen,http://games.crossfit.com/athlete/373734,1215 (8399),0,65.0,0,0,137 lb,2676 (226),1905 (339),935 (102),1673 (211),1210 (10:45),16,CrossFit HardCore,CrossFit HardCore,2:47,--,1:52,--,354,--,--,200 lb,160 lb,360 lb,260 lb,--
1315,25,Erin O'Donnell,http://games.crossfit.com/athlete/151555,1216 (8403),0,67.0,0,0,140 lb,775 (260),1109 (341),436 (111),2124 (207),3959 (12:13),16,Root 18 CrossFit,Root 18 CrossFit,5:03,--,3:00,--,--,--,--,175 lb,150 lb,285 lb,--,30
1316,37,Tosha Pastorek,http://games.crossfit.com/athlete/354567,1217 (8406),0,64.0,0,0,130 lb,1471 (243),1194 (341),2046 (91),1631 (212),2064 (11:20),16,CrossFit VisOne,CrossFit VisOne,--,--,--,--,--,--,--,--,--,--,255 lb,--
1317,31,Andrea Stevens,http://games.crossfit.com/athlete/26814,1218 (8408),0,65.0,0,0,142 lb,556 (267),1345 (340),1844 (93),3703 (197),960 (10:31),16,CrossFit 417,CrossFit 417,2:48,0:00,0:00,0:00,--,0:00,21:12,165 lb,135 lb,290 lb,220 lb,30
1318,28,Jean Young,http://games.crossfit.com/athlete/113819,1219 (8411),0,64.0,0,0,147 lb,1073 (251),1450 (340),2313 (90),2766 (202),809 (10:21),16,FORCE Newport CrossFit,Force Newport CrossFit,2:54,--,2:35,19:51,361,--,--,195 lb,135 lb,330 lb,255 lb,29
1319,24,Millie Osborne,http://games.crossfit.com/athlete/312126,1220 (8416),0,64.0,0,0,128 lb,525 (268),1375 (340),2300 (90),3182 (200),1034 (10:35),16,CrossFit Loft,CrossFit Loft,--,--,--,17:46,--,--,--,170 lb,135 lb,265 lb,245 lb,--
1320,31,Siri Gese,http://games.crossfit.com/athlete/309401,1221 (8422),0,,0,0,149 lb,921 (256),1843 (339),801 (103),3334 (199),1523 (10:58),16,The Roost,The Roost CrossFit,--,--,3:11,--,--,--,--,160 lb,115 lb,315 lb,225 lb,--
1321,32,Stephanie Jackson,http://games.crossfit.com/athlete/135585,1221 (8422),0,65.0,0,0,145 lb,2054 (234),819 (343),969 (102),3467 (198),1113 (10:39),16,MET Performance Lab,CrossFit MPL,3:06,8:58,2:06,--,--,--,--,190 lb,160 lb,305 lb,255 lb,--
